slot	destination class
samp_collec_method	soil_jgi_mt
samp_collec_method	wastewater_sludge
samp_collec_method	water
samp_dis_stage	host-associated
samp_dis_stage	plant-associated
samp_mat_process	air
samp_mat_process	biofilm
samp_mat_process	bioscales
samp_mat_process	hcr-cores
samp_mat_process	hcr-fluids-swabs
samp_mat_process	host-associated
samp_mat_process	misc-envs
samp_mat_process	plant-associated
samp_mat_process	sediment
samp_mat_process	soil
samp_mat_process	soil_emsl
samp_mat_process	soil_emsl_jgi_mg
samp_mat_process	soil_emsl_jgi_mg_mt
samp_mat_process	soil_emsl_jgi_mt
samp_mat_process	soil_jgi_mg
samp_mat_process	soil_jgi_mg_mt
samp_mat_process	soil_jgi_mt
samp_mat_process	wastewater_sludge
samp_mat_process	water
samp_name	air
samp_name	biofilm
samp_name	bioscales
samp_name	built_env
samp_name	hcr-cores
samp_name	hcr-fluids-swabs
samp_name	host-associated
samp_name	misc-envs
samp_name	plant-associated
samp_name	sediment
samp_name	soil
samp_name	soil_emsl
samp_name	soil_emsl_jgi_mg
samp_name	soil_emsl_jgi_mg_mt
samp_name	soil_emsl_jgi_mt
samp_name	soil_jgi_mg
samp_name	soil_jgi_mg_mt
samp_name	soil_jgi_mt
samp_name	wastewater_sludge
samp_name	water
samp_size	air
samp_size	biofilm
samp_size	bioscales
samp_size	hcr-cores
samp_size	hcr-fluids-swabs
samp_size	host-associated
samp_size	misc-envs
samp_size	plant-associated
samp_size	sediment
samp_size	soil
samp_size	soil_emsl
samp_size	soil_emsl_jgi_mg
samp_size	soil_emsl_jgi_mg_mt
samp_size	soil_emsl_jgi_mt
samp_size	soil_jgi_mg
samp_size	soil_jgi_mg_mt
samp_size	soil_jgi_mt
samp_size	wastewater_sludge
samp_size	water
samp_store_dur	air
samp_store_dur	biofilm
samp_store_dur	hcr-cores
samp_store_dur	hcr-fluids-swabs
samp_store_dur	host-associated
samp_store_dur	misc-envs
samp_store_dur	plant-associated
samp_store_dur	sediment
samp_store_dur	wastewater_sludge
samp_store_dur	water
samp_store_loc	air
samp_store_loc	biofilm
samp_store_loc	hcr-cores
samp_store_loc	hcr-fluids-swabs
samp_store_loc	host-associated
samp_store_loc	misc-envs
samp_store_loc	plant-associated
samp_store_loc	sediment
samp_store_loc	wastewater_sludge
samp_store_loc	water
samp_store_temp	air
samp_store_temp	biofilm
samp_store_temp	bioscales
samp_store_temp	hcr-cores
samp_store_temp	hcr-fluids-swabs
samp_store_temp	host-associated
samp_store_temp	misc-envs
samp_store_temp	plant-associated
samp_store_temp	sediment
samp_store_temp	soil
samp_store_temp	soil_emsl
samp_store_temp	soil_emsl_jgi_mg
samp_store_temp	soil_emsl_jgi_mg_mt
samp_store_temp	soil_emsl_jgi_mt
samp_store_temp	soil_jgi_mg
samp_store_temp	soil_jgi_mg_mt
samp_store_temp	soil_jgi_mt
samp_store_temp	wastewater_sludge
samp_store_temp	water
samp_subtype	hcr-cores
samp_subtype	hcr-fluids-swabs
samp_transport_cond	hcr-cores
samp_transport_cond	hcr-fluids-swabs
samp_type	hcr-cores
samp_type	hcr-fluids-swabs
samp_well_name	hcr-cores
samp_well_name	hcr-fluids-swabs
saturates_pc	hcr-cores
saturates_pc	hcr-fluids-swabs
silicate	biofilm
silicate	misc-envs
silicate	sediment
silicate	water
size_frac	air
size_frac	biofilm
size_frac	built_env
size_frac	hcr-cores
size_frac	hcr-fluids-swabs
size_frac	host-associated
size_frac	misc-envs
size_frac	plant-associated
size_frac	sediment
size_frac	wastewater_sludge
size_frac	water
size_frac_low	bioscales
size_frac_low	soil
size_frac_low	soil_emsl
size_frac_low	soil_emsl_jgi_mg
size_frac_low	soil_emsl_jgi_mg_mt
size_frac_low	soil_emsl_jgi_mt
size_frac_low	soil_jgi_mg
size_frac_low	soil_jgi_mg_mt
size_frac_low	soil_jgi_mt
size_frac_low	water
size_frac_up	bioscales
size_frac_up	soil
size_frac_up	soil_emsl
size_frac_up	soil_emsl_jgi_mg
size_frac_up	soil_emsl_jgi_mg_mt
size_frac_up	soil_emsl_jgi_mt
size_frac_up	soil_jgi_mg
size_frac_up	soil_jgi_mg_mt
size_frac_up	soil_jgi_mt
size_frac_up	water
sodium	biofilm
sodium	hcr-cores
sodium	hcr-fluids-swabs
sodium	misc-envs
sodium	sediment
sodium	wastewater_sludge
sodium	water
source_mat_id	air
source_mat_id	biofilm
source_mat_id	bioscales
source_mat_id	built_env
source_mat_id	hcr-cores
source_mat_id	hcr-fluids-swabs
source_mat_id	host-associated
source_mat_id	misc-envs
source_mat_id	plant-associated
source_mat_id	sediment
source_mat_id	soil
source_mat_id	soil_emsl
source_mat_id	soil_emsl_jgi_mg
source_mat_id	soil_emsl_jgi_mg_mt
source_mat_id	soil_emsl_jgi_mt
source_mat_id	soil_jgi_mg
source_mat_id	soil_jgi_mg_mt
source_mat_id	soil_jgi_mt
source_mat_id	wastewater_sludge
source_mat_id	water
sulfate	biofilm
sulfate	hcr-cores
sulfate	hcr-fluids-swabs
sulfate	misc-envs
sulfate	sediment
sulfate	water
sulfate_fw	hcr-cores
sulfate_fw	hcr-fluids-swabs
sulfide	biofilm
sulfide	hcr-cores
sulfide	hcr-fluids-swabs
sulfide	misc-envs
sulfide	sediment
sulfide	water
suspend_solids	hcr-cores
suspend_solids	hcr-fluids-swabs
suspend_solids	wastewater_sludge
tan	hcr-cores
tan	hcr-fluids-swabs
temp	air
temp	biofilm
temp	bioscales
temp	built_env
temp	hcr-cores
temp	hcr-fluids-swabs
temp	host-associated
temp	misc-envs
temp	plant-associated
temp	sediment
temp	soil
temp	soil_emsl
temp	soil_emsl_jgi_mg
temp	soil_emsl_jgi_mg_mt
temp	soil_emsl_jgi_mt
temp	soil_jgi_mg
temp	soil_jgi_mg_mt
temp	soil_jgi_mt
temp	wastewater_sludge
temp	water
tidal_stage	sediment
tidal_stage	water
toluene	hcr-cores
toluene	hcr-fluids-swabs
tot_carb	biofilm
tot_carb	bioscales
tot_carb	sediment
tot_carb	soil
tot_carb	soil_emsl
tot_carb	soil_emsl_jgi_mg
tot_carb	soil_emsl_jgi_mg_mt
tot_carb	soil_emsl_jgi_mt
tot_carb	soil_jgi_mg
tot_carb	soil_jgi_mg_mt
tot_carb	soil_jgi_mt
tot_depth_water_col	sediment
tot_depth_water_col	water
tot_iron	hcr-cores
tot_iron	hcr-fluids-swabs
tot_nitro	bioscales
tot_nitro	hcr-cores
tot_nitro	hcr-fluids-swabs
tot_nitro	wastewater_sludge
tot_nitro	water
tot_nitro_content	biofilm
tot_nitro_content	bioscales
tot_nitro_content	sediment
tot_nitro_content	soil
tot_nitro_content	soil_emsl
tot_nitro_content	soil_emsl_jgi_mg
tot_nitro_content	soil_emsl_jgi_mg_mt
tot_nitro_content	soil_emsl_jgi_mt
tot_nitro_content	soil_jgi_mg
tot_nitro_content	soil_jgi_mg_mt
tot_nitro_content	soil_jgi_mt
tot_org_carb	biofilm
tot_org_carb	bioscales
tot_org_carb	sediment
tot_org_carb	soil
tot_org_carb	soil_emsl
tot_org_carb	soil_emsl_jgi_mg
tot_org_carb	soil_emsl_jgi_mg_mt
tot_org_carb	soil_emsl_jgi_mt
tot_org_carb	soil_jgi_mg
tot_org_carb	soil_jgi_mg_mt
tot_org_carb	soil_jgi_mt
tot_phosp	bioscales
tot_phosp	hcr-cores
tot_phosp	hcr-fluids-swabs
tot_phosp	soil
tot_phosp	soil_emsl
tot_phosp	soil_emsl_jgi_mg
tot_phosp	soil_emsl_jgi_mg_mt
tot_phosp	soil_emsl_jgi_mt
tot_phosp	soil_jgi_mg
tot_phosp	soil_jgi_mg_mt
tot_phosp	soil_jgi_mt
tot_sulfur	hcr-cores
tot_sulfur	hcr-fluids-swabs
turbidity	biofilm
turbidity	sediment
turbidity	water
tvdss_of_hcr_press	hcr-cores
tvdss_of_hcr_press	hcr-fluids-swabs
tvdss_of_hcr_temp	hcr-cores
tvdss_of_hcr_temp	hcr-fluids-swabs
ventilation_type	air
ventilation_type	built_env
vfa	hcr-cores
vfa	hcr-fluids-swabs
vfa_fw	hcr-cores
vfa_fw	hcr-fluids-swabs
viscosity	hcr-cores
viscosity	hcr-fluids-swabs
water_content	biofilm
water_content	bioscales
water_content	sediment
water_content	soil
water_content	soil_emsl
water_content	soil_emsl_jgi_mg
water_content	soil_emsl_jgi_mg_mt
water_content	soil_emsl_jgi_mt
water_content	soil_jgi_mg
water_content	soil_jgi_mg_mt
water_content	soil_jgi_mt
water_current	misc-envs
water_current	water
watering_regm	bioscales
watering_regm	plant-associated
watering_regm	soil
watering_regm	soil_emsl
watering_regm	soil_emsl_jgi_mg
watering_regm	soil_emsl_jgi_mg_mt
watering_regm	soil_emsl_jgi_mt
watering_regm	soil_jgi_mg
watering_regm	soil_jgi_mg_mt
watering_regm	soil_jgi_mt
win	hcr-cores
win	hcr-fluids-swabs
xylene	hcr-cores
xylene	hcr-fluids-swabs
antibiotic_regm	plant-associated
chem_mutagen	plant-associated
cult_root_med	plant-associated
fertilizer_regm	plant-associated
fungicide_regm	plant-associated
gravity	plant-associated
growth_habit	plant-associated
growth_hormone_regm	plant-associated
herbicide_regm	plant-associated
host_wet_mass	plant-associated
mechanical_damage	plant-associated
mineral_nutr_regm	plant-associated
non_min_nutr_regm	plant-associated
pesticide_regm	plant-associated
ph_regm	plant-associated
plant_growth_med	plant-associated
plant_product	plant-associated
plant_sex	plant-associated
plant_struc	plant-associated
radiation_regm	plant-associated
rainfall_regm	plant-associated
root_cond	plant-associated
root_med_carbon	plant-associated
root_med_macronutr	plant-associated
root_med_micronutr	plant-associated
root_med_ph	plant-associated
root_med_regl	plant-associated
root_med_solid	plant-associated
root_med_suppl	plant-associated
salt_regm	plant-associated
season_environment	plant-associated
standing_water_regm	plant-associated
tiss_cult_growth_med	plant-associated
water_temp_regm	plant-associated
particle_class	sediment
sediment_type	sediment
agrochem_addition	bioscales
agrochem_addition	soil
agrochem_addition	soil_emsl
agrochem_addition	soil_emsl_jgi_mg
agrochem_addition	soil_emsl_jgi_mg_mt
agrochem_addition	soil_emsl_jgi_mt
agrochem_addition	soil_jgi_mg
agrochem_addition	soil_jgi_mg_mt
agrochem_addition	soil_jgi_mt
al_sat	bioscales
al_sat	soil
al_sat	soil_emsl
al_sat	soil_emsl_jgi_mg
al_sat	soil_emsl_jgi_mg_mt
al_sat	soil_emsl_jgi_mt
al_sat	soil_jgi_mg
al_sat	soil_jgi_mg_mt
al_sat	soil_jgi_mt
al_sat_meth	bioscales
al_sat_meth	soil
al_sat_meth	soil_emsl
al_sat_meth	soil_emsl_jgi_mg
al_sat_meth	soil_emsl_jgi_mg_mt
al_sat_meth	soil_emsl_jgi_mt
al_sat_meth	soil_jgi_mg
al_sat_meth	soil_jgi_mg_mt
al_sat_meth	soil_jgi_mt
annual_precpt	bioscales
annual_precpt	soil
annual_precpt	soil_emsl
annual_precpt	soil_emsl_jgi_mg
annual_precpt	soil_emsl_jgi_mg_mt
annual_precpt	soil_emsl_jgi_mt
annual_precpt	soil_jgi_mg
annual_precpt	soil_jgi_mg_mt
annual_precpt	soil_jgi_mt
annual_temp	bioscales
annual_temp	soil
annual_temp	soil_emsl
annual_temp	soil_emsl_jgi_mg
annual_temp	soil_emsl_jgi_mg_mt
annual_temp	soil_emsl_jgi_mt
annual_temp	soil_jgi_mg
annual_temp	soil_jgi_mg_mt
annual_temp	soil_jgi_mt
biotic_relationship	bioscales
biotic_relationship	soil
biotic_relationship	soil_emsl
biotic_relationship	soil_emsl_jgi_mg
biotic_relationship	soil_emsl_jgi_mg_mt
biotic_relationship	soil_emsl_jgi_mt
biotic_relationship	soil_jgi_mg
biotic_relationship	soil_jgi_mg_mt
biotic_relationship	soil_jgi_mt
crop_rotation	bioscales
crop_rotation	soil
crop_rotation	soil_emsl
crop_rotation	soil_emsl_jgi_mg
crop_rotation	soil_emsl_jgi_mg_mt
crop_rotation	soil_emsl_jgi_mt
crop_rotation	soil_jgi_mg
crop_rotation	soil_jgi_mg_mt
crop_rotation	soil_jgi_mt
cur_land_use	bioscales
cur_land_use	soil
cur_land_use	soil_emsl
cur_land_use	soil_emsl_jgi_mg
cur_land_use	soil_emsl_jgi_mg_mt
cur_land_use	soil_emsl_jgi_mt
cur_land_use	soil_jgi_mg
cur_land_use	soil_jgi_mg_mt
cur_land_use	soil_jgi_mt
cur_vegetation	bioscales
cur_vegetation	soil
cur_vegetation	soil_emsl
cur_vegetation	soil_emsl_jgi_mg
cur_vegetation	soil_emsl_jgi_mg_mt
cur_vegetation	soil_emsl_jgi_mt
cur_vegetation	soil_jgi_mg
cur_vegetation	soil_jgi_mg_mt
cur_vegetation	soil_jgi_mt
cur_vegetation_meth	bioscales
cur_vegetation_meth	soil
cur_vegetation_meth	soil_emsl
cur_vegetation_meth	soil_emsl_jgi_mg
cur_vegetation_meth	soil_emsl_jgi_mg_mt
cur_vegetation_meth	soil_emsl_jgi_mt
cur_vegetation_meth	soil_jgi_mg
cur_vegetation_meth	soil_jgi_mg_mt
cur_vegetation_meth	soil_jgi_mt
drainage_class	bioscales
drainage_class	soil
drainage_class	soil_emsl
drainage_class	soil_emsl_jgi_mg
drainage_class	soil_emsl_jgi_mg_mt
drainage_class	soil_emsl_jgi_mt
drainage_class	soil_jgi_mg
drainage_class	soil_jgi_mg_mt
drainage_class	soil_jgi_mt
extreme_event	bioscales
extreme_event	soil
extreme_event	soil_emsl
extreme_event	soil_emsl_jgi_mg
extreme_event	soil_emsl_jgi_mg_mt
extreme_event	soil_emsl_jgi_mt
extreme_event	soil_jgi_mg
extreme_event	soil_jgi_mg_mt
extreme_event	soil_jgi_mt
fao_class	bioscales
fao_class	soil
fao_class	soil_emsl
fao_class	soil_emsl_jgi_mg
fao_class	soil_emsl_jgi_mg_mt
fao_class	soil_emsl_jgi_mt
fao_class	soil_jgi_mg
fao_class	soil_jgi_mg_mt
fao_class	soil_jgi_mt
fire	bioscales
fire	soil
fire	soil_emsl
fire	soil_emsl_jgi_mg
fire	soil_emsl_jgi_mg_mt
fire	soil_emsl_jgi_mt
fire	soil_jgi_mg
fire	soil_jgi_mg_mt
fire	soil_jgi_mt
flooding	bioscales
flooding	soil
flooding	soil_emsl
flooding	soil_emsl_jgi_mg
flooding	soil_emsl_jgi_mg_mt
flooding	soil_emsl_jgi_mt
flooding	soil_jgi_mg
flooding	soil_jgi_mg_mt
flooding	soil_jgi_mt
heavy_metals	bioscales
heavy_metals	soil
heavy_metals	soil_emsl
heavy_metals	soil_emsl_jgi_mg
heavy_metals	soil_emsl_jgi_mg_mt
heavy_metals	soil_emsl_jgi_mt
heavy_metals	soil_jgi_mg
heavy_metals	soil_jgi_mg_mt
heavy_metals	soil_jgi_mt
heavy_metals_meth	bioscales
heavy_metals_meth	soil
heavy_metals_meth	soil_emsl
heavy_metals_meth	soil_emsl_jgi_mg
heavy_metals_meth	soil_emsl_jgi_mg_mt
heavy_metals_meth	soil_emsl_jgi_mt
heavy_metals_meth	soil_jgi_mg
heavy_metals_meth	soil_jgi_mg_mt
heavy_metals_meth	soil_jgi_mt
horizon_meth	bioscales
horizon_meth	soil
horizon_meth	soil_emsl
horizon_meth	soil_emsl_jgi_mg
horizon_meth	soil_emsl_jgi_mg_mt
horizon_meth	soil_emsl_jgi_mt
horizon_meth	soil_jgi_mg
horizon_meth	soil_jgi_mg_mt
horizon_meth	soil_jgi_mt
link_class_info	bioscales
link_class_info	soil
link_class_info	soil_emsl
link_class_info	soil_emsl_jgi_mg
link_class_info	soil_emsl_jgi_mg_mt
link_class_info	soil_emsl_jgi_mt
link_class_info	soil_jgi_mg
link_class_info	soil_jgi_mg_mt
link_class_info	soil_jgi_mt
link_climate_info	bioscales
link_climate_info	soil
link_climate_info	soil_emsl
link_climate_info	soil_emsl_jgi_mg
link_climate_info	soil_emsl_jgi_mg_mt
link_climate_info	soil_emsl_jgi_mt
link_climate_info	soil_jgi_mg
link_climate_info	soil_jgi_mg_mt
link_climate_info	soil_jgi_mt
local_class	bioscales
local_class	soil
local_class	soil_emsl
local_class	soil_emsl_jgi_mg
local_class	soil_emsl_jgi_mg_mt
local_class	soil_emsl_jgi_mt
local_class	soil_jgi_mg
local_class	soil_jgi_mg_mt
local_class	soil_jgi_mt
local_class_meth	bioscales
local_class_meth	soil
local_class_meth	soil_emsl
local_class_meth	soil_emsl_jgi_mg
local_class_meth	soil_emsl_jgi_mg_mt
local_class_meth	soil_emsl_jgi_mt
local_class_meth	soil_jgi_mg
local_class_meth	soil_jgi_mg_mt
local_class_meth	soil_jgi_mt
micro_biomass_meth	bioscales
micro_biomass_meth	soil
micro_biomass_meth	soil_emsl
micro_biomass_meth	soil_emsl_jgi_mg
micro_biomass_meth	soil_emsl_jgi_mg_mt
micro_biomass_meth	soil_emsl_jgi_mt
micro_biomass_meth	soil_jgi_mg
micro_biomass_meth	soil_jgi_mg_mt
micro_biomass_meth	soil_jgi_mt
microbial_biomass	bioscales
microbial_biomass	soil
microbial_biomass	soil_emsl
microbial_biomass	soil_emsl_jgi_mg
microbial_biomass	soil_emsl_jgi_mg_mt
microbial_biomass	soil_emsl_jgi_mt
microbial_biomass	soil_jgi_mg
microbial_biomass	soil_jgi_mg_mt
microbial_biomass	soil_jgi_mt
ph_meth	bioscales
ph_meth	soil
ph_meth	soil_emsl
ph_meth	soil_emsl_jgi_mg
ph_meth	soil_emsl_jgi_mg_mt
ph_meth	soil_emsl_jgi_mt
ph_meth	soil_jgi_mg
ph_meth	soil_jgi_mg_mt
ph_meth	soil_jgi_mt
prev_land_use_meth	bioscales
prev_land_use_meth	soil
prev_land_use_meth	soil_emsl
prev_land_use_meth	soil_emsl_jgi_mg
prev_land_use_meth	soil_emsl_jgi_mg_mt
prev_land_use_meth	soil_emsl_jgi_mt
prev_land_use_meth	soil_jgi_mg
prev_land_use_meth	soil_jgi_mg_mt
prev_land_use_meth	soil_jgi_mt
previous_land_use	bioscales
previous_land_use	soil
previous_land_use	soil_emsl
previous_land_use	soil_emsl_jgi_mg
previous_land_use	soil_emsl_jgi_mg_mt
previous_land_use	soil_emsl_jgi_mt
previous_land_use	soil_jgi_mg
previous_land_use	soil_jgi_mg_mt
previous_land_use	soil_jgi_mt
profile_position	bioscales
profile_position	soil
profile_position	soil_emsl
profile_position	soil_emsl_jgi_mg
profile_position	soil_emsl_jgi_mg_mt
profile_position	soil_emsl_jgi_mt
profile_position	soil_jgi_mg
profile_position	soil_jgi_mg_mt
profile_position	soil_jgi_mt
salinity_meth	bioscales
salinity_meth	soil
salinity_meth	soil_emsl
salinity_meth	soil_emsl_jgi_mg
salinity_meth	soil_emsl_jgi_mg_mt
salinity_meth	soil_emsl_jgi_mt
salinity_meth	soil_jgi_mg
salinity_meth	soil_jgi_mg_mt
salinity_meth	soil_jgi_mt
season_precpt	bioscales
season_precpt	soil
season_precpt	soil_emsl
season_precpt	soil_emsl_jgi_mg
season_precpt	soil_emsl_jgi_mg_mt
season_precpt	soil_emsl_jgi_mt
season_precpt	soil_jgi_mg
season_precpt	soil_jgi_mg_mt
season_precpt	soil_jgi_mt
season_temp	bioscales
season_temp	soil
season_temp	soil_emsl
season_temp	soil_emsl_jgi_mg
season_temp	soil_emsl_jgi_mg_mt
season_temp	soil_emsl_jgi_mt
season_temp	soil_jgi_mg
season_temp	soil_jgi_mg_mt
season_temp	soil_jgi_mt
sieving	bioscales
sieving	soil
sieving	soil_emsl
sieving	soil_emsl_jgi_mg
sieving	soil_emsl_jgi_mg_mt
sieving	soil_emsl_jgi_mt
sieving	soil_jgi_mg
sieving	soil_jgi_mg_mt
sieving	soil_jgi_mt
slope_aspect	bioscales
slope_aspect	soil
slope_aspect	soil_emsl
slope_aspect	soil_emsl_jgi_mg
slope_aspect	soil_emsl_jgi_mg_mt
slope_aspect	soil_emsl_jgi_mt
slope_aspect	soil_jgi_mg
slope_aspect	soil_jgi_mg_mt
slope_aspect	soil_jgi_mt
slope_gradient	bioscales
slope_gradient	soil
slope_gradient	soil_emsl
slope_gradient	soil_emsl_jgi_mg
slope_gradient	soil_emsl_jgi_mg_mt
slope_gradient	soil_emsl_jgi_mt
slope_gradient	soil_jgi_mg
slope_gradient	soil_jgi_mg_mt
slope_gradient	soil_jgi_mt
soil_horizon	bioscales
soil_horizon	soil
soil_horizon	soil_emsl
soil_horizon	soil_emsl_jgi_mg
soil_horizon	soil_emsl_jgi_mg_mt
soil_horizon	soil_emsl_jgi_mt
soil_horizon	soil_jgi_mg
soil_horizon	soil_jgi_mg_mt
soil_horizon	soil_jgi_mt
soil_text_measure	bioscales
soil_text_measure	soil
soil_text_measure	soil_emsl
soil_text_measure	soil_emsl_jgi_mg
soil_text_measure	soil_emsl_jgi_mg_mt
soil_text_measure	soil_emsl_jgi_mt
soil_text_measure	soil_jgi_mg
soil_text_measure	soil_jgi_mg_mt
soil_text_measure	soil_jgi_mt
soil_texture_meth	bioscales
soil_texture_meth	soil
soil_texture_meth	soil_emsl
soil_texture_meth	soil_emsl_jgi_mg
soil_texture_meth	soil_emsl_jgi_mg_mt
soil_texture_meth	soil_emsl_jgi_mt
soil_texture_meth	soil_jgi_mg
soil_texture_meth	soil_jgi_mg_mt
soil_texture_meth	soil_jgi_mt
soil_type	bioscales
soil_type	soil
soil_type	soil_emsl
soil_type	soil_emsl_jgi_mg
soil_type	soil_emsl_jgi_mg_mt
soil_type	soil_emsl_jgi_mt
soil_type	soil_jgi_mg
soil_type	soil_jgi_mg_mt
soil_type	soil_jgi_mt
soil_type_meth	bioscales
soil_type_meth	soil
soil_type_meth	soil_emsl
soil_type_meth	soil_emsl_jgi_mg
soil_type_meth	soil_emsl_jgi_mg_mt
soil_type_meth	soil_emsl_jgi_mt
soil_type_meth	soil_jgi_mg
soil_type_meth	soil_jgi_mg_mt
soil_type_meth	soil_jgi_mt
store_cond	bioscales
store_cond	soil
store_cond	soil_emsl
store_cond	soil_emsl_jgi_mg
store_cond	soil_emsl_jgi_mg_mt
store_cond	soil_emsl_jgi_mt
store_cond	soil_jgi_mg
store_cond	soil_jgi_mg_mt
store_cond	soil_jgi_mt
tillage	bioscales
tillage	soil
tillage	soil_emsl
tillage	soil_emsl_jgi_mg
tillage	soil_emsl_jgi_mg_mt
tillage	soil_emsl_jgi_mt
tillage	soil_jgi_mg
tillage	soil_jgi_mg_mt
tillage	soil_jgi_mt
tot_nitro_cont_meth	bioscales
tot_nitro_cont_meth	soil
tot_nitro_cont_meth	soil_emsl
tot_nitro_cont_meth	soil_emsl_jgi_mg
tot_nitro_cont_meth	soil_emsl_jgi_mg_mt
tot_nitro_cont_meth	soil_emsl_jgi_mt
tot_nitro_cont_meth	soil_jgi_mg
tot_nitro_cont_meth	soil_jgi_mg_mt
tot_nitro_cont_meth	soil_jgi_mt
tot_org_c_meth	bioscales
tot_org_c_meth	soil
tot_org_c_meth	soil_emsl
tot_org_c_meth	soil_emsl_jgi_mg
tot_org_c_meth	soil_emsl_jgi_mg_mt
tot_org_c_meth	soil_emsl_jgi_mt
tot_org_c_meth	soil_jgi_mg
tot_org_c_meth	soil_jgi_mg_mt
tot_org_c_meth	soil_jgi_mt
water_cont_soil_meth	bioscales
water_cont_soil_meth	soil
water_cont_soil_meth	soil_emsl
water_cont_soil_meth	soil_emsl_jgi_mg
water_cont_soil_meth	soil_emsl_jgi_mg_mt
water_cont_soil_meth	soil_emsl_jgi_mt
water_cont_soil_meth	soil_jgi_mg
water_cont_soil_meth	soil_jgi_mg_mt
water_cont_soil_meth	soil_jgi_mt
biochem_oxygen_dem	wastewater_sludge
chem_oxygen_dem	wastewater_sludge
efficiency_percent	wastewater_sludge
emulsions	wastewater_sludge
gaseous_substances	wastewater_sludge
indust_eff_percent	wastewater_sludge
inorg_particles	wastewater_sludge
org_particles	wastewater_sludge
pre_treatment	wastewater_sludge
primary_treatment	wastewater_sludge
reactor_type	wastewater_sludge
secondary_treatment	wastewater_sludge
sewage_type	wastewater_sludge
sludge_retent_time	wastewater_sludge
soluble_inorg_mat	wastewater_sludge
soluble_org_mat	wastewater_sludge
tertiary_treatment	wastewater_sludge
tot_phosphate	wastewater_sludge
wastewater_type	wastewater_sludge
atmospheric_data	water
bac_prod	water
bac_resp	water
conduc	water
diss_inorg_nitro	water
down_par	water
fluor	water
light_intensity	water
part_org_nitro	water
photon_flux	water
primary_prod	water
soluble_react_phosp	water
suspend_part_matter	water
tot_diss_nitro	water
tot_inorg_nitro	water
tot_part_carb	water
