data_product	neon_table	neon_field_name	match_type	nmdc_class	nmdc_slot	static_value	notes
DP1.10086.001	ntr_internalLab	incubationPairID					
DP1.10086.001	ntr_internalLab	nTransBoutType					inherited from sls_soilCoreCollection
DP1.10086.001	ntr_internalLab	incubationLength	related_mapping	Biosample	collection_date_inc		NMDC requires date, NEON is in days.
DP1.10086.001	ntr_internalLab	extractionStartDate					
DP1.10086.001	ntr_internalLab	kclReferenceID					
DP1.10086.001	ntr_internalLab	soilFreshMass	exact_mapping	Biosample	samp_size.has_numeric_value		
DP1.10086.001	ntr_internalLab	kclVolume					
DP1.10086.001	ntr_internalLab	extractionEndDate					
DP1.10086.001	ntr_internalLab	sampleCondition					
DP1.10086.001	ntr_internalLab	remarks					Exclude
DP1.10086.001	ntr_internalLab	processedBy					Exclude
DP1.10086.001	ntr_internalLab	recordedBy					Exclude
DP1.10086.001	ntr_internalLab	dataQF					
DP1.10086.001	ntr_internalLabBlanks	uid					Exclude
DP1.10086.001	ntr_internalLabBlanks	domainID					Exclude
DP1.10086.001	ntr_internalLabBlanks	siteID					Exclude
DP1.10086.001	ntr_internalLabBlanks	extractionStartDate					Exclude
DP1.10086.001	ntr_internalLabBlanks	extractionEndDate					Exclude
DP1.10086.001	ntr_internalLabBlanks	kclReferenceID					Exclude
DP1.10086.001	ntr_internalLabBlanks	kclBlank1ID					Exclude
DP1.10086.001	ntr_internalLabBlanks	kclBlank1Code					Exclude
DP1.10086.001	ntr_internalLabBlanks	kclBlank2ID					Exclude
DP1.10086.001	ntr_internalLabBlanks	kclBlank2Code					Exclude
DP1.10086.001	ntr_internalLabBlanks	kclBlank3ID					Exclude
DP1.10086.001	ntr_internalLabBlanks	kclBlank3Code					Exclude
DP1.10086.001	ntr_internalLabBlanks	remarks					Exclude
DP1.10086.001	ntr_internalLabBlanks	dataQF					Exclude
DP1.10086.001	sls_bgcSubsampling	uid					Exclude
DP1.10086.001	sls_bgcSubsampling	domainID					inherited from sls_soilCoreCollection
DP1.10086.001	sls_bgcSubsampling	siteID					inherited from sls_soilCoreCollection
DP1.10086.001	sls_bgcSubsampling	plotID					inherited from sls_soilCoreCollection
DP1.10086.001	sls_bgcSubsampling	namedLocation					inherited from sls_soilCoreCollection
DP1.10086.001	sls_bgcSubsampling	startDate					inherited from sls_soilCoreCollection
DP1.10086.001	sls_bgcSubsampling	collectDate					inherited from sls_soilCoreCollection
DP1.10086.001	sls_bgcSubsampling	samplingProtocolVersion					inherited from sls_soilCoreCollection
DP1.10086.001	sls_bgcSubsampling	horizon					inherited from sls_soilCoreCollection
DP1.10086.001	sls_bgcSubsampling	ovenStartDate					
DP1.10086.001	sls_bgcSubsampling	ovenEndDate					
DP1.10086.001	sls_bgcSubsampling	sampleID					inherited from sls_soilCoreCollection
DP1.10086.001	sls_bgcSubsampling	sampleCode					inherited from sls_soilCoreCollection
DP1.10086.001	sls_bgcSubsampling	cnSampleID					
DP1.10086.001	sls_bgcSubsampling	cnSampleCode					
DP1.10086.001	sls_bgcSubsampling	bgcArchiveID					
DP1.10086.001	sls_bgcSubsampling	bgcArchiveCode					
DP1.10086.001	sls_bgcSubsampling	bgcArchiveMass					
DP1.10086.001	sls_bgcSubsampling	toxicodendronPossible					
DP1.10086.001	sls_bgcSubsampling	sampleCondition					
DP1.10086.001	sls_bgcSubsampling	bgcRemarks					Exclude
DP1.10086.001	sls_bgcSubsampling	processedBy					Exclude
DP1.10086.001	sls_bgcSubsampling	bgcDataQF					
DP1.10086.001	sls_metagenomicsPooling	uid					Exclude
DP1.10086.001	sls_metagenomicsPooling	domainID					inherited from sls_soilCoreCollection
DP1.10086.001	sls_metagenomicsPooling	siteID					inherited from sls_soilCoreCollection
DP1.10086.001	sls_metagenomicsPooling	plotID					inherited from sls_soilCoreCollection
DP1.10086.001	sls_metagenomicsPooling	namedLocation					inherited from sls_soilCoreCollection
DP1.10086.001	sls_metagenomicsPooling	startDate	exact_mapping	Pooling	start_date		earliest start date of sampleIDs in genomicsPooledIDList
DP1.10086.001	sls_metagenomicsPooling	collectDate	exact_mapping	Pooling	end_date		latest collect date of sampleIDs in genomicsPooledIDList
DP1.10086.001	sls_metagenomicsPooling	eventID					
DP1.10086.001	sls_metagenomicsPooling	samplingProtocolVersion	close_mapping	Pooling	protocol_link.url		inherited from sls_soilCoreCollection
DP1.10086.001	sls_metagenomicsPooling	genomicsPooledIDList	close_mapping	Pooling	has_input		
DP1.10086.001	sls_metagenomicsPooling	genomicsPooledIDList	related_mapping	Biosample	sample_link		genomicsPooledIDList values need to be split by "|" and prefixed with NEON: since they are IDs
DP1.10086.001	sls_metagenomicsPooling	genomicsSampleID	exact_mapping	Pooling	has_output.id		
DP1.10086.001	sls_metagenomicsPooling	genomicsSampleCode					
DP1.10086.001	sls_metagenomicsPooling	sampleCondition					
DP1.10086.001	sls_metagenomicsPooling	processedBy					Exclude
DP1.10086.001	sls_metagenomicsPooling	remarks					Exclude
DP1.10086.001	sls_metagenomicsPooling	genomicsDataQF					
DP1.10086.001	sls_soilChemistry	uid					Exclude
DP1.10086.001	sls_soilChemistry	analysisDate					
DP1.10086.001	sls_soilChemistry	namedLocation					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilChemistry	domainID					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilChemistry	siteID					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilChemistry	plotID					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilChemistry	plotType					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilChemistry	startDate					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilChemistry	collectDate					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilChemistry	sampleID					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilChemistry	sampleCode					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilChemistry	cnSampleID					
DP1.10086.001	sls_soilChemistry	cnSampleCode					
DP1.10086.001	sls_soilChemistry	sampleType	exact_mapping	Biosample	env_package.has_raw_value		soil
DP1.10086.001	sls_soilChemistry	acidTreatment					
DP1.10086.001	sls_soilChemistry	co2Trapped					
DP1.10086.001	sls_soilChemistry	d15N					
DP1.10086.001	sls_soilChemistry	organicd13C					
DP1.10086.001	sls_soilChemistry	nitrogenPercent	close_mapping	Biosample	nitro.has_numeric_value		
DP1.10086.001	sls_soilChemistry	organicCPercent	close_mapping	Biosample	org_carb.has_numeric_value		
DP1.10086.001	sls_soilChemistry	CNratio	narrow_mapping	Biosample	carb_nitro_ratio.has_numeric_value		
DP1.10086.001	sls_soilChemistry	cnIsotopeQF					
DP1.10086.001	sls_soilChemistry	cnPercentQF					
DP1.10086.001	sls_soilChemistry	isotopeAccuracyQF					
DP1.10086.001	sls_soilChemistry	percentAccuracyQF					
DP1.10086.001	sls_soilChemistry	analyticalRepNumber	close_mapping	Biosample	replicate_number		
DP1.10086.001	sls_soilChemistry	remarks					Exclude
DP1.10086.001	sls_soilChemistry	laboratoryName					Exclude
DP1.10086.001	sls_soilChemistry	testMethod	broad_mapping	Biosample	tot_nitro_cont_meth		
DP1.10086.001	sls_soilChemistry	testMethod	broad_mapping	Biosample	tot_org_c_meth		
DP1.10086.001	sls_soilChemistry	instrument					
DP1.10086.001	sls_soilChemistry	analyzedBy					Exclude
DP1.10086.001	sls_soilChemistry	reviewedBy					Exclude
DP1.10086.001	sls_soilChemistry	dataQF					
DP1.10086.001	sls_soilCoreCollection	uid					Exclude
DP1.10086.001	sls_soilCoreCollection	domainID					
DP1.10086.001	sls_soilCoreCollection	siteID	related_mapping	Biosample	geo_loc_name		use siteID to pull location information from NEON API (Mark)
DP1.10086.001	sls_soilCoreCollection	plotID	related_mapping	Biosample	env_broad_scale		use plotID to pull environmental triad information (Mark/Hugh)
DP1.10086.001	sls_soilCoreCollection	namedLocation					
DP1.10086.001	sls_soilCoreCollection	plotType					
DP1.10086.001	sls_soilCoreCollection	nlcdClass	related_mapping	Biosample	env_broad_scale		determined by Mark/Hugh plot environment information work
DP1.10086.001	sls_soilCoreCollection	subplotID	related_mapping	Biosample	env_broad_scale		use with plotID to pull environmental triad information (Mark/Hugh)
DP1.10086.001	sls_soilCoreCollection	subplotID	related_mapping	Biosample	sample_link		Biosamples sharing subplotID and collectionDate are linked
DP1.10086.001	sls_soilCoreCollection	coreCoordinateX					
DP1.10086.001	sls_soilCoreCollection	coreCoordinateY					
DP1.10086.001	sls_soilCoreCollection	geodeticDatum					Exclude
DP1.10086.001	sls_soilCoreCollection	decimalLatitude	narrow_mapping	Biosample	lat_lon.latitude		Biosample.lat_lon
DP1.10086.001	sls_soilCoreCollection	decimalLongitude	narrow_mapping	Biosample	lat_lon.longitude		Biosample.lat_lon
DP1.10086.001	sls_soilCoreCollection	coordinateUncertainty					
DP1.10086.001	sls_soilCoreCollection	elevation	exact_mapping	Biosample	elev		
DP1.10086.001	sls_soilCoreCollection	elevationUncertainty					
DP1.10086.001	sls_soilCoreCollection	samplingProtocolVersion	related_mapping	Biosample	samp_collec_method		
DP1.10086.001	sls_soilCoreCollection	samplingProtocolVersion	related_mapping	Biosample	micro_biomass_meth		
DP1.10086.001	sls_soilCoreCollection	samplingProtocolVersion	related_mapping	Biosample	water_cont_soil_meth		
DP1.10086.001	sls_soilCoreCollection	startDate	exact_mapping	Biosample	collection_date		first value of collection_date range
DP1.10086.001	sls_soilCoreCollection	collectDate	exact_mapping	Biosample	collection_date		last value of collection_date range
DP1.10086.001	sls_soilCoreCollection	sampleTiming	close_mapping	Biosample	season		
DP1.10086.001	sls_soilCoreCollection	biophysicalCriteria					
DP1.10086.001	sls_soilCoreCollection	eventID					
DP1.10086.001	sls_soilCoreCollection	standingWaterDepth					
DP1.10086.001	sls_soilCoreCollection	nTransBoutType					
DP1.10086.001	sls_soilCoreCollection	boutType					
DP1.10086.001	sls_soilCoreCollection	samplingImpractical					
DP1.10086.001	sls_soilCoreCollection	incubationMethod					
DP1.10086.001	sls_soilCoreCollection	incubationCondition					
DP1.10086.001	sls_soilCoreCollection	sampleID	exact_mapping	Biosample	samp_name		Unique per plot, per horizon, per collectDate
DP1.10086.001	sls_soilCoreCollection	sampleCode					NEON barcode
DP1.10086.001	sls_soilCoreCollection	toxicodendronPossible					
DP1.10086.001	sls_soilCoreCollection	horizon	exact_mapping	Biosample	soil_horizon		Append " horizon" at the end of the horizon value
DP1.10086.001	sls_soilCoreCollection	horizonDetails					
DP1.10086.001	sls_soilCoreCollection	soilTemp	narrow_mapping	Biosample	temp.has_numeric_value		
DP1.10086.001	sls_soilCoreCollection	litterDepth					
DP1.10086.001	sls_soilCoreCollection	sampleTopDepth	close_mapping	Biosample	depth.has_maximum_numeric_value		first value of depth interval
DP1.10086.001	sls_soilCoreCollection	sampleBottomDepth	close_mapping	Biosample	depth.has_minimum_numeric_value		last value of depth interval
DP1.10086.001	sls_soilCoreCollection	sampleExtent					
DP1.10086.001	sls_soilCoreCollection	soilSamplingDevice	exact_mapping	Biosample	samp_collec_device		
DP1.10086.001	sls_soilCoreCollection	soilCoreCount					
DP1.10086.001	sls_soilCoreCollection	geneticSampleID					related to NEON genetic sample archive process, not metagenomics
DP1.10086.001	sls_soilCoreCollection	geneticSampleCode					
DP1.10086.001	sls_soilCoreCollection	geneticSampleCondition					
DP1.10086.001	sls_soilCoreCollection	geneticSamplePrepMethod					
DP1.10086.001	sls_soilCoreCollection	geneticArchiveSample1ID					
DP1.10086.001	sls_soilCoreCollection	geneticArchiveSample1Code					
DP1.10086.001	sls_soilCoreCollection	geneticArchiveSample2ID					
DP1.10086.001	sls_soilCoreCollection	geneticArchiveSample2Code					
DP1.10086.001	sls_soilCoreCollection	geneticArchiveSample3ID					
DP1.10086.001	sls_soilCoreCollection	geneticArchiveSample3Code					
DP1.10086.001	sls_soilCoreCollection	geneticArchiveSample4ID					
DP1.10086.001	sls_soilCoreCollection	geneticArchiveSample4Code					
DP1.10086.001	sls_soilCoreCollection	geneticArchiveSample5ID					
DP1.10086.001	sls_soilCoreCollection	geneticArchiveSample5Code					
DP1.10086.001	sls_soilCoreCollection	geneticArchiveSamplePrepMethod					
DP1.10086.001	sls_soilCoreCollection	geneticArchiveContainer					
DP1.10086.001	sls_soilCoreCollection	biomassID					
DP1.10086.001	sls_soilCoreCollection	biomassCode					
DP1.10086.001	sls_soilCoreCollection	biomassSampleCondition					
DP1.10086.001	sls_soilCoreCollection	remarks					Exclude
DP1.10086.001	sls_soilCoreCollection	collectedBy					Exclude
DP1.10086.001	sls_soilCoreCollection	dataQF					
DP1.10086.001	sls_soilMoisture	uid					Exclude
DP1.10086.001	sls_soilMoisture	domainID					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilMoisture	siteID					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilMoisture	plotID					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilMoisture	namedLocation					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilMoisture	startDate					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilMoisture	collectDate					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilMoisture	sampleID					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilMoisture	sampleCode					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilMoisture	moistureSampleID					
DP1.10086.001	sls_soilMoisture	samplingProtocolVersion					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilMoisture	horizon					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilMoisture	ovenStartDate					
DP1.10086.001	sls_soilMoisture	ovenEndDate					
DP1.10086.001	sls_soilMoisture	boatMass					
DP1.10086.001	sls_soilMoisture	freshMassBoatMass					
DP1.10086.001	sls_soilMoisture	dryMassBoatMass					
DP1.10086.001	sls_soilMoisture	soilMoisture	exact_mapping	Biosample	water_content.has_numeric_value		
DP1.10086.001	sls_soilMoisture	dryMassFraction					
DP1.10086.001	sls_soilMoisture	sampleCondition					
DP1.10086.001	sls_soilMoisture	smRemarks					Exclude
DP1.10086.001	sls_soilMoisture	smMeasuredBy					Exclude
DP1.10086.001	sls_soilMoisture	smDataQF					
DP1.10086.001	sls_soilpH	uid					Exclude
DP1.10086.001	sls_soilpH	domainID					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilpH	siteID					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilpH	plotID					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilpH	namedLocation					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilpH	startDate					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilpH	collectDate					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilpH	processedDate					
DP1.10086.001	sls_soilpH	sampleID					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilpH	sampleCode					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilpH	pHSampleID					
DP1.10086.001	sls_soilpH	samplingProtocolVersion	related_mapping	Biosample	ph_meth.has_raw_value		inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilpH	horizon					inherited from sls_soilCoreCollection
DP1.10086.001	sls_soilpH	soilInWaterpH	narrow_mapping	Biosample	ph		
DP1.10086.001	sls_soilpH	soilInCaClpH					
DP1.10086.001	sls_soilpH	pHSoilInWaterMass					
DP1.10086.001	sls_soilpH	pHWaterVol					
DP1.10086.001	sls_soilpH	waterpHRatio					
DP1.10086.001	sls_soilpH	pHSoilInCaClMass					
DP1.10086.001	sls_soilpH	pHCaClVol					
DP1.10086.001	sls_soilpH	caclpHRatio					
DP1.10086.001	sls_soilpH	pHRemarks					Exclude
DP1.10086.001	sls_soilpH	pHMeasuredBy					Exclude
DP1.10086.001	sls_soilpH	pHDataQF					
DP1.10107.001	mms_metagenomeDnaExtraction	uid					Exclude
DP1.10107.001	mms_metagenomeDnaExtraction	domainID					inherited from sls_soilCoreCollection/Pooling
DP1.10107.001	mms_metagenomeDnaExtraction	siteID					inherited from sls_soilCoreCollection/Pooling
DP1.10107.001	mms_metagenomeDnaExtraction	namedLocation					inherited from sls_soilCoreCollection/Pooling
DP1.10107.001	mms_metagenomeDnaExtraction	laboratoryName	exact_mapping	Extraction	processing_institution		
DP1.10107.001	mms_metagenomeDnaExtraction	collectDate	close_mapping	Extraction	start_date		inherited from sls_metagenomicsPooling:collectDate
DP1.10107.001	mms_metagenomeDnaExtraction	processedDate	exact_mapping	Extraction	end_date		
DP1.10107.001	mms_metagenomeDnaExtraction	genomicsSampleID	exact_mapping	Extraction	has_input		
DP1.10107.001	mms_metagenomeDnaExtraction	deprecatedVialID					
DP1.10107.001	mms_metagenomeDnaExtraction	dnaSampleID	exact_mapping	Extraction	has_output		
DP1.10107.001	mms_metagenomeDnaExtraction	internalLabID					
DP1.10107.001	mms_metagenomeDnaExtraction	sequenceAnalysisType	exact_mapping	Biosample	analysis_type		Exclude "marker_genes", import "metagenomics"
DP1.10107.001	mms_metagenomeDnaExtraction	testMethod	close_mapping	Extraction	protocol_link		Document library https://data.neonscience.org/documents
DP1.10107.001	mms_metagenomeDnaExtraction	sampleMaterial	exact_mapping	Biosample	env_package		Need more information/an example of what this looks like.
DP1.10107.001	mms_metagenomeDnaExtraction	sampleMass	exact_mapping	Extraction	sample_mass.has_numeric_value		
DP1.10107.001	mms_metagenomeDnaExtraction	nucleicAcidConcentration	broad_mapping	Extraction	dna_concentration		
DP1.10107.001	mms_metagenomeDnaExtraction	nucleicAcidQuantMethod					
DP1.10107.001	mms_metagenomeDnaExtraction	nucleicAcidPurity	related_mapping	Extraction	dna_absorb1		
DP1.10107.001	mms_metagenomeDnaExtraction	nucleicAcidRange					
DP1.10107.001	mms_metagenomeDnaExtraction	dnaPooledStatus	narrow_mapping	Extraction	pool_dna_extracts.has_raw_value		NEON field does not look like it includes the number of extracts (NMDC includes this number in slot).
DP1.10107.001	mms_metagenomeDnaExtraction	qaqcStatus	exact_mapping	Extraction	quality_control_report.status		
DP1.10107.001	mms_metagenomeDnaExtraction	dnaProcessedBy					Exclude
DP1.10107.001	mms_metagenomeDnaExtraction	remarks					Exclude
DP1.10107.001	mms_metagenomeDnaExtraction	dataQF					
DP1.10107.001	mms_metagenomeSequencing	uid					Exclude
DP1.10107.001	mms_metagenomeSequencing	domainID					inherited from mms_metagenomeDnaExtraction
DP1.10107.001	mms_metagenomeSequencing	siteID					inherited from mms_metagenomeDnaExtraction
DP1.10107.001	mms_metagenomeSequencing	namedLocation					inherited from mms_metagenomeDnaExtraction
DP1.10107.001	mms_metagenomeSequencing	collectDate	close_mapping	LibraryPreparation	start_date		all Neon's collectDates refer to the Pooling table collect dates.
DP1.10107.001	mms_metagenomeSequencing	laboratoryName	exact_mapping	LibraryPreparation	processing_institution		
DP1.10107.001	mms_metagenomeSequencing	sequencingFacilityID	close_mapping	OmicsProcessing	processing_institution		Who sequenced the sample, vs laboratoryName is who processed the sample.
DP1.10107.001	mms_metagenomeSequencing	processedDate	exact_mapping	LibraryPreparation	end_date		
DP1.10107.001	mms_metagenomeSequencing	dnaSampleID	exact_mapping	LibraryPreparation	has_input		inherited from mms_metagenomeDnaExtraction
DP1.10107.001	mms_metagenomeSequencing	internalLabID					
DP1.10107.001	mms_metagenomeSequencing	barcodeSequence					
DP1.10107.001	mms_metagenomeSequencing	instrument_model	narrow_mapping	OmicsProcessing	instrument_name		
DP1.10107.001	mms_metagenomeSequencing	sequencingMethod					Neon data example is "Illumina"
DP1.10107.001	mms_metagenomeSequencing	investigation_type	close_mapping	OmicsProcessing	omics_type.term.name		
DP1.10107.001	mms_metagenomeSequencing	sequencingConcentration					
DP1.10107.001	mms_metagenomeSequencing	labPrepMethod	close_mapping	LibraryPreparation	protocol_link.name		LabPrepMethod and SequencingProtocol for NEON appear to be the same thing.
DP1.10107.001	mms_metagenomeSequencing	sequencingProtocol	close_mapping	LibraryPreparation	protocol_link		LabPrepMethod and SequencingProtocol for NEON appear to be the same thing.
DP1.10107.001	mms_metagenomeSequencing	illuminaAdapterKit	related_mapping	OmicsProcessing	pcr_primers		
DP1.10107.001	mms_metagenomeSequencing	illuminaIndex1	broad_mapping	OmicsProcessing	pcr_primers		
DP1.10107.001	mms_metagenomeSequencing	illuminaIndex2	broad_mapping	OmicsProcessing	pcr_primers		
DP1.10107.001	mms_metagenomeSequencing	sequencerRunID					
DP1.10107.001	mms_metagenomeSequencing	sampleTotalReadNumber					
DP1.10107.001	mms_metagenomeSequencing	sampleFilteredReadNumber					
DP1.10107.001	mms_metagenomeSequencing	ncbiProjectID	close_mapping	OmicsProcessing	ncbi_project_name		
DP1.10107.001	mms_metagenomeSequencing	analyzedBy					Exclude
DP1.10107.001	mms_metagenomeSequencing	remarks					Exclude
DP1.10107.001	mms_metagenomeSequencing	dataQF					
DP1.10107.001	mms_rawDataFiles	uid					Exclude
DP1.10107.001	mms_rawDataFiles	domainID					inherited from sls_soilCoreCollection
DP1.10107.001	mms_rawDataFiles	siteID					inherited from sls_soilCoreCollection
DP1.10107.001	mms_rawDataFiles	namedLocation					inherited from sls_soilCoreCollection
DP1.10107.001	mms_rawDataFiles	laboratoryName					inherited from mms_metagenomeSequencing
DP1.10107.001	mms_rawDataFiles	sequencingFacilityID					inherited from mms_metagenomeSequencing
DP1.10107.001	mms_rawDataFiles	startDate					
DP1.10107.001	mms_rawDataFiles	endDate					
DP1.10107.001	mms_rawDataFiles	sequencerRunID					inherited from mms_metagenomeSequencing
DP1.10107.001	mms_rawDataFiles	dnaSampleID					inherited from mms_metagenomeSequencing
DP1.10107.001	mms_rawDataFiles	dnaSampleCode					
DP1.10107.001	mms_rawDataFiles	internalLabID					
DP1.10107.001	mms_rawDataFiles	rawDataFileName	exact_mapping	OmicsProcessing	name		
DP1.10107.001	mms_rawDataFiles	rawDataFileDescription	exact_mapping	OmicsProcessing	description		
DP1.10107.001	mms_rawDataFiles	rawDataFilePath	broad_mapping	OmicsProcessing	data_object_type		
DP1.10107.001	mms_rawDataFiles	remarks					Exclude
DP1.10107.001	mms_rawDataFiles	dataQF					
