id	accession	raw_id	primary_id	sra_id	bp_id	model	package	package_name	status	status_date	taxonomy_id	taxonomy_name	title	samp_name	paragraph	raw_id	abs_air_humidity	affection_status	age	agrochem_addition	air_temp	air_temp_regm	al_sat	al_sat_meth	alkalinity	alkyl_diethers	altitude	aminopept_act	ammonium	amniotic_fluid_color	analyte_type	anamorph	animal_env	annual_season_precpt	annual_season_temp	antibiotic_regm	antiviral_treatment_agent	atmospheric_data	authority	bac_prod	bac_resp	bacteria_carb_prod	barometric_press	beta_lactamase_family	bio_material	biochem_oxygen_dem	biomass	biomaterial_provider	biospecimen_repository	biospecimen_repository_sample_id	biotic_relationship	biovar	birth_control	birth_date	birth_location	bishomohopanol	blood_blood_disord	body_habitat	body_mass_index	body_product	breed	breeding_history	breeding_method	bromide	build_occup_type	building_setting	calcium	carb_dioxide	carb_nitro_ratio	carbapenemase	cell_line	cell_subtype	cell_type	chem_administration	chem_mutagen	chem_oxygen_dem	child_of	chloride	chlorophyll	climate_environment	clone	clone_lib	collected_by	collection_date	collection_device	collection_method	component_organism	compound	conduc	crop_rotation	cultivar	culture_collection	cur_land_use	cur_vegetation	cur_vegetation_meth	date_of_prior_antiviral_treat	date_of_prior_sars_cov_2_infection	date_of_sars_cov_2_vaccination	death_date	density	depth	derived_from	dermatology_disord	description	dev_stage	dew_point	diet	diet_last_six_month	diether_lipids	disease	disease_stage	diss_carb_dioxide	diss_hydrogen	diss_inorg_carb	diss_inorg_nitro	diss_inorg_phosp	diss_org_carb	diss_org_nitro	diss_oxygen	dominant_hand	dose	douche	down_par	drainage_class	drug_usage	dry_mass	ecotype	edta_inhibitor_tested	efficiency_percent	elev	emulsions	encoded_traits	env_broad_scale	env_local_scale	env_medium	env_package	estimated_size	ethnicity	experimental_factor	exposure_event	extrachrom_elements	extreme_event	extreme_salinity	family_id	family_relationship	fao_class	fertilizer_regm	filter_type	fire	flooding	fluor	foetal_health_stat	food_source	forma	forma_specialis	fungicide_regm	gap_accession	gap_consent_code	gap_consent_short_name	gap_sample_id	gap_subject_id	gaseous_environment	gaseous_substances	gastrointest_disord	genotype	geo_loc_exposure	geo_loc_name	gestation_state	gisaid_accession	gisaid_virus_name	glucosidase_act	gravidity	gravity	growth_hormone_regm	growth_med	growth_protocol	gynecologic_disord	haplotype	health_state	heat_cool_type	heavy_metals	heavy_metals_meth	height_or_length	herbicide_regm	histological_type	hiv_stat	horizon	horizon_meth	host	host_age	host_anatomical_material	host_anatomical_part	host_blood_press_diast	host_blood_press_syst	host_body_habitat	host_body_mass_index	host_body_product	host_body_temp	host_color	host_common_name	host_description	host_diet	host_disease	host_disease_outcome	host_disease_stage	host_dry_mass	host_family_relationship	host_genotype	host_growth_cond	host_health_state	host_height	host_hiv_stat	host_housing	host_infra_specific_name	host_infra_specific_rank	host_last_meal	host_length	host_life_stage	host_occupation	host_phenotype	host_pulse	host_recent_travel_loc	host_recent_travel_return_date	host_sex	host_shape	host_specimen_voucher	host_subject_id	host_substrate	host_taxid	host_tissue_sampled	host_tot_mass	host_variety	host_wet_mass	hrt	humidity	humidity_regm	hysterectomy	identified_by	ifsac_category	ihmc_medication_code	image_file	indoor_space	indoor_surf	indust_eff_percent	infra_specific_name	infra_specific_rank	inorg_particles	intended_consumer	investigation_type	is_tumor	isol_growth_condt	isolate	isolate_name_alias	isolation_source	karyotype	kidney_disord	lab_host	label	last_meal	lat_lon	life_stage	light_intensity	light_type	link_addit_analys	link_class_info	link_climate_info	liver_disord	local_class	local_class_meth	magnesium	maternal_health_stat	mating_type	mean_frict_vel	mean_peak_frict_vel	mechanical_damage	medic_hist_perform	menarche	menopause	methane	microbial_biomass	microbial_biomass_meth	mineral_nutr_regm	misc_param	molecular_data_type	morphology	n_alkanes	narms_isolate_number	nitrate	nitrite	nitro	non_mineral_nutr_regm	nose_mouth_teeth_throat_disord	nose_throat_disord	num_replicons	occup_samp	occupant_dens_samp	occupation	omics_observ_id	org_carb	org_matter	org_nitro	org_particles	organism_count	orgmod_note	original_subject_id	outbreak	oxy_stat_samp	oxygen	part_org_carb	part_org_nitro	particle_class	passage_history	passage_method	passage_number	pathogenicity	pathotype	pathovar	perturbation	pesticide_regm	pet_farm_animal	petroleum_hydrocarb	ph	ph_meth	ph_regm	phaeopigments	phenotype	phosphate	phosplipid_fatt_acid	photon_flux	plant_body_site	plant_growth_med	plant_product	ploidy	pollutants	pool_dna_extracts	population	population_description	porosity	potassium	pre_treatment	pregnancy	pressure	previous_land_use	previous_land_use_meth	primary_prod	primary_treatment	prior_sars_cov_2_antiviral_treat	prior_sars_cov_2_infection	prior_sars_cov_2_vaccination	profile_position	project_name	propagation	pulmonary_disord	pulse	purpose_of_sampling	purpose_of_sequencing	purpose_of_ww_sampling	purpose_of_ww_sequencing	race	radiation_regm	rainfall_regm	reactor_type	redox_potential	ref_biomaterial	reference_material	rel_air_humidity	rel_to_oxygen	repository	resp_part_matter	risk_group	salinity	salinity_meth	salt_regm	same_as	samp_collect_device	samp_mat_process	samp_salinity	samp_size	samp_sort_meth	samp_store_dur	samp_store_loc	samp_store_temp	samp_vol_we_dna_ext	sample_name	sample_type	sars_cov_2_diag_gene_name_1	sars_cov_2_diag_gene_name_2	sars_cov_2_diag_pcr_ct_value_1	sars_cov_2_diag_pcr_ct_value_2	season_environment	secondary_treatment	sediment_type	sequenced_by	serogroup	serotype	serovar	sewage_type	sex	sexual_act	sieving	silicate	size_frac	slope_aspect	slope_gradient	sludge_retent_time	smoker	sodium	soil_type	soil_type_meth	solar_irradiance	soluble_inorg_mat	soluble_org_mat	soluble_react_phosp	source_material_id	source_name	source_type	source_uvig	space_typ_state	special_diet	specimen_voucher	standing_water_regm	store_cond	strain	stud_book_number	study_complt_stat	study_design	study_disease	study_name	sub_species	subclone	subgroup	subject_is_affected	submitted_sample_id	submitted_subject_id	submitter_handle	subspecf_gen_lin	subsrc_note	substrain	substrate	substructure_type	subtype	sulfate	sulfide	super_population_code	super_population_description	surf_air_cont	surf_humidity	surf_material	surf_moisture	surf_moisture_ph	surf_temp	suspend_part_matter	suspend_solids	teleomorph	temp	tertiary_treatment	texture	texture_meth	tidal_stage	tillage	time_last_toothbrush	time_since_last_wash	tiss_cult_growth_med	tissue	tissue_lib	tot_carb	tot_depth_water_col	tot_diss_nitro	tot_inorg_nitro	tot_mass	tot_n_meth	tot_nitro	tot_org_c_meth	tot_org_carb	tot_part_carb	tot_phosp	tot_phosphate	travel_out_six_month	treatment	trophic_level	turbidity	twin_sibling	typ_occupant_dens	type_status	type_strain	urine_collect_meth	urogenit_disord	urogenit_tract_disor	vaccine_received	variety	ventilation_rate	ventilation_type	virus_enrich_appr	virus_isolate_of_prior_infection	wastewater_type	water_content	water_content_soil	water_content_soil_meth	water_current	water_temp_regm	watering_regm	weight_loss_3_month	wet_mass	wind_direction	wind_speed	ww_endog_control_1	ww_endog_control_1_conc	ww_endog_control_1_protocol	ww_endog_control_1_units	ww_endog_control_2	ww_endog_control_2_conc	ww_endog_control_2_protocol	ww_endog_control_2_units	ww_flow	ww_industrial_effluent_percent	ww_ph	ww_population	ww_population_source	ww_pre_treatment	ww_primary_sludge_retention_time	ww_processing_protocol	ww_sample_duration	ww_sample_matrix	ww_sample_salinity	ww_sample_site	ww_sample_type	ww_surv_jurisdiction	ww_surv_system_sample_id	ww_surv_target_1	ww_surv_target_1_conc	ww_surv_target_1_conc_unit	ww_surv_target_1_extract	ww_surv_target_1_extract_unit	ww_surv_target_1_gene	ww_surv_target_1_known_present	ww_surv_target_1_protocol	ww_surv_target_2	ww_surv_target_2_conc	ww_surv_target_2_conc_unit	ww_surv_target_2_extract	ww_surv_target_2_extract_unit	ww_surv_target_2_gene	ww_surv_target_2_known_present	ww_surv_target_2_protocol	ww_temperature	ww_total_suspended_solids
BIOSAMPLE:SAMEA7724244	SAMEA7724244	17119273	SAMEA7724244	ERS5471621		Generic	Generic.1.0	Generic	live	2020-12-20T10:32:09.344	1504975	salt marsh metagenome	13114.roy.chowdhury.45.s011		surface soil	17119273																																																																													marshlands (grass,sedges,rushes)	bare soil																																				4			marine salt marsh biome	saline marsh	soil	soil			salinity							arenosols																					Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel																																																																																																			http://eca.knmi.nl/download/ensembles/ensembles.php																																																								6.9	1:5, soil:water ratio																												MinT																																	qiita_sid_13114:13114.roy.chowdhury.45.s011	soil																																					5 months frozen (-80C), including transport on dry ice from Spain to PNNL																																			58.85% sand, 39.8% silt, 1.3% clay																																							0.168		gravimetry																																																
BIOSAMPLE:SAMEA7724243	SAMEA7724243	17119272	SAMEA7724243	ERS5471620		Generic	Generic.1.0	Generic	live	2020-12-20T10:32:46.208	1504975	salt marsh metagenome	13114.roy.chowdhury.45.s010		subsurface soil	17119272																																																																													marshlands (grass,sedges,rushes)	bare soil																																				4			marine salt marsh biome	saline marsh	soil	soil			salinity							arenosols																					Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel																																																																																																			http://eca.knmi.nl/download/ensembles/ensembles.php																																																								7.13	1:5, soil:water ratio																												MinT																																	qiita_sid_13114:13114.roy.chowdhury.45.s010	soil																																					5 months frozen (-80C), including transport on dry ice from Spain to PNNL																																			70.8% sand, 29.1 % silt, 0.03% clay																																							0.105		gravimetry																																																
BIOSAMPLE:SAMEA7724242	SAMEA7724242	17119271	SAMEA7724242	ERS5471619		Generic	Generic.1.0	Generic	live	2020-12-20T10:31:29.871	1504975	salt marsh metagenome	13114.roy.chowdhury.45.s009		subsurface soil	17119271																																																																													marshlands (grass,sedges,rushes)	bare soil																																				4			marine salt marsh biome	saline marsh	soil	soil			salinity							arenosols																					Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel																																																																																																			http://eca.knmi.nl/download/ensembles/ensembles.php																																																								7.14	1:5, soil:water ratio																												MinT																																	qiita_sid_13114:13114.roy.chowdhury.45.s009	soil																																					5 months frozen (-80C), including transport on dry ice from Spain to PNNL																																			70.8% sand, 29.1 % silt, 0.03% clay																																							0.116		gravimetry																																																
BIOSAMPLE:SAMEA7724241	SAMEA7724241	17119270	SAMEA7724241	ERS5471618		Generic	Generic.1.0	Generic	live	2020-12-20T10:31:20.409	1504975	salt marsh metagenome	13114.roy.chowdhury.45.s008		subsurface soil	17119270																																																																													marshlands (grass,sedges,rushes)	bare soil																																				3			marine salt marsh biome	saline marsh	soil	soil			salinity							arenosols																					Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel																																																																																																			http://eca.knmi.nl/download/ensembles/ensembles.php																																																								6.58	1:5, soil:water ratio																												MinT																																	qiita_sid_13114:13114.roy.chowdhury.45.s008	soil																																					5 months frozen (-80C), including transport on dry ice from Spain to PNNL																																			65 % sand, 28% silt, 6.5 % clay																																							0.156		gravimetry																																																
BIOSAMPLE:SAMEA7724240	SAMEA7724240	17119269	SAMEA7724240	ERS5471617		Generic	Generic.1.0	Generic	live	2020-12-20T10:32:22.250	1504975	salt marsh metagenome	13114.roy.chowdhury.45.s007		surface soil	17119269																																																																													marshlands (grass,sedges,rushes)	bare soil																																				3			marine salt marsh biome	saline marsh	soil	soil			salinity							arenosols																					Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel																																																																																																			http://eca.knmi.nl/download/ensembles/ensembles.php																																																								6.86	1:5, soil:water ratio																												MinT																																	qiita_sid_13114:13114.roy.chowdhury.45.s007	soil																																					5 months frozen (-80C), including transport on dry ice from Spain to PNNL																																			9.9% sand, 60% silt, 30% clay																																							0.111		gravimetry																																																
BIOSAMPLE:SAMEA7724239	SAMEA7724239	17119268	SAMEA7724239	ERS5471616		Generic	Generic.1.0	Generic	live	2020-12-20T10:31:39.669	1504975	salt marsh metagenome	13114.roy.chowdhury.45.s006		surface soil	17119268																																																																													marshlands (grass,sedges,rushes)	bare soil																																				3			marine salt marsh biome	saline marsh	soil	soil			salinity							arenosols																					Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel																																																																																																			http://eca.knmi.nl/download/ensembles/ensembles.php																																																								6.71	1:5, soil:water ratio																												MinT																																	qiita_sid_13114:13114.roy.chowdhury.45.s006	soil																																					5 months frozen (-80C), including transport on dry ice from Spain to PNNL																																			61.3% sand, 38.6 % silt																																							0.133		gravimetry																																																
BIOSAMPLE:SAMEA7724238	SAMEA7724238	17119267	SAMEA7724238	ERS5471615		Generic	Generic.1.0	Generic	live	2020-12-20T10:32:18.653	1504975	salt marsh metagenome	13114.roy.chowdhury.45.s005		subsurface soil	17119267																																																																													marshlands (grass,sedges,rushes)	bare soil																																				3			marine salt marsh biome	saline marsh	soil	soil			salinity							arenosols																					Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel																																																																																																			http://eca.knmi.nl/download/ensembles/ensembles.php																																																								7.6	1:5, soil:water ratio																												MinT																																	qiita_sid_13114:13114.roy.chowdhury.45.s005	soil																																					5 months frozen (-80C), including transport on dry ice from Spain to PNNL																																			95% sand, 4.9% silt																																							0.142		gravimetry																																																
BIOSAMPLE:SAMEA7724237	SAMEA7724237	17119266	SAMEA7724237	ERS5471614		Generic	Generic.1.0	Generic	live	2020-12-20T10:32:15.171	1504975	salt marsh metagenome	13114.roy.chowdhury.45.s004		surface soil	17119266																																																																													marshlands (grass,sedges,rushes)	bare soil																																				2			marine salt marsh biome	saline marsh	soil	soil			salinity							arenosols																					Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel																																																																																																			http://eca.knmi.nl/download/ensembles/ensembles.php																																																								8.24	1:5, soil:water ratio																												MinT																																	qiita_sid_13114:13114.roy.chowdhury.45.s004	soil																																					5 months frozen (-80C), including transport on dry ice from Spain to PNNL																																			54.4% sand, 45.6% silt																																							0.258		gravimetry																																																
BIOSAMPLE:SAMEA7724236	SAMEA7724236	17119265	SAMEA7724236	ERS5471613		Generic	Generic.1.0	Generic	live	2020-12-20T10:32:45.514	1504975	salt marsh metagenome	13114.roy.chowdhury.45.s003		subsurface soil	17119265																																																																													marshlands (grass,sedges,rushes)	bare soil																																				2			marine salt marsh biome	saline marsh	soil	soil			salinity							arenosols																					Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel																																																																																																			http://eca.knmi.nl/download/ensembles/ensembles.php																																																								8.12	1:5, soil:water ratio																												MinT																																	qiita_sid_13114:13114.roy.chowdhury.45.s003	soil																																					5 months frozen (-80C), including transport on dry ice from Spain to PNNL																																			75.8% sand, 24.1% silt																																							0.316		gravimetry																																																
BIOSAMPLE:SAMEA7724235	SAMEA7724235	17119264	SAMEA7724235	ERS5471612		Generic	Generic.1.0	Generic	live	2020-12-20T10:32:21.533	1504975	salt marsh metagenome	13114.roy.chowdhury.45.s002		subsurface soil	17119264																																																																													marshlands (grass,sedges,rushes)	bare soil																																				4			marine salt marsh biome	saline marsh	soil	soil			salinity							arenosols																					Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel																																																																																																			http://eca.knmi.nl/download/ensembles/ensembles.php																																																								7.49	1:5, soil:water ratio																												MinT																																	qiita_sid_13114:13114.roy.chowdhury.45.s002	soil																																					5 months frozen (-80C), including transport on dry ice from Spain to PNNL																																			70.8% sand, 29.1 % silt, 0.03% clay																																							0.128		gravimetry																																																
BIOSAMPLE:SAMEA7724234	SAMEA7724234	17119263	SAMEA7724234	ERS5471611		Generic	Generic.1.0	Generic	live	2020-12-20T10:32:53.629	1504975	salt marsh metagenome	13114.roy.chowdhury.45.s001		surface soil	17119263																																																																													marshlands (grass,sedges,rushes)	bare soil																																				4			marine salt marsh biome	saline marsh	soil	soil			salinity							arenosols																					Spain:Province of Huelva,Reserva de la Biosfera y Paraje Natural de las Marismas del Odiel																																																																																																			http://eca.knmi.nl/download/ensembles/ensembles.php																																																								7.3	1:5, soil:water ratio																												MinT																																	qiita_sid_13114:13114.roy.chowdhury.45.s001	soil																																					5 months frozen (-80C), including transport on dry ice from Spain to PNNL																																			58.85% sand, 39.8% silt, 1.3% clay																																							0.122		gravimetry																																																
BIOSAMPLE:SAMEA7724233	SAMEA7724233	17119262	SAMEA7724233	ERS5471610		Generic	Generic.1.0	Generic	live	2020-12-20T10:32:32.792	1234904	insect metagenome	13114.pinto.63.s018		Refuse dump bottom	17119262																																																																																																																		42			tropical broadleaf forest biome	insecta-associated habitat	organic material	host-associated																															Costa Rica:Carara National Park																																	zompopas																													520822																																																																																																																										Pinto insects from Costa Rica: bees, leaf-cutter ants																																	qiita_sid_13114:13114.pinto.63.s018	fungus garden dump																																																																																																																																																																	
BIOSAMPLE:SAMEA7724232	SAMEA7724232	17119261	SAMEA7724232	ERS5471609		Generic	Generic.1.0	Generic	live	2020-12-20T10:35:45.398	1234904	insect metagenome	13114.pinto.63.s016		Botton section symbiotic garden	17119261																																																																																																																		42			tropical broadleaf forest biome	insecta-associated habitat	organic material	host-associated																															Costa Rica:Carara National Park																																	zompopas																													520822																																																																																																																										Pinto insects from Costa Rica: bees, leaf-cutter ants																																	qiita_sid_13114:13114.pinto.63.s016	fungus garden																																																																																																																																																																	
BIOSAMPLE:SAMEA7724231	SAMEA7724231	17119260	SAMEA7724231	ERS5471608		Generic	Generic.1.0	Generic	live	2020-12-20T10:32:20.830	1234904	insect metagenome	13114.pinto.63.s012		Botton section symbiotic garden	17119260																																																																																																																		44			tropical broadleaf forest biome	insecta-associated habitat	organic material	host-associated																															Costa Rica:Carara National Park																																	zompopas																													520822																																																																																																																										Pinto insects from Costa Rica: bees, leaf-cutter ants																																	qiita_sid_13114:13114.pinto.63.s012	fungus garden																																																																																																																																																																	
BIOSAMPLE:SAMEA7724230	SAMEA7724230	17119259	SAMEA7724230	ERS5471607		Generic	Generic.1.0	Generic	live	2020-12-20T10:32:34.192	1234904	insect metagenome	13114.pinto.63.s010		Refuse dump bottom	17119259																																																																																																																		29			tropical broadleaf forest biome	insecta-associated habitat	organic material	host-associated																															Costa Rica:Carara National Park																																	zompopas																													520822																																																																																																																										Pinto insects from Costa Rica: bees, leaf-cutter ants																																	qiita_sid_13114:13114.pinto.63.s010	fungus garden dump																																																																																																																																																																	
BIOSAMPLE:SAMEA7724229	SAMEA7724229	17119258	SAMEA7724229	ERS5471606		Generic	Generic.1.0	Generic	live	2020-12-20T10:31:16.798	1234904	insect metagenome	13114.pinto.63.s002		Botton section symbiotic garden	17119258																																																																																																																		62			tropical broadleaf forest biome	insecta-associated habitat	organic material	host-associated																															Costa Rica:Puerto Viejo,La Selva Biological Station																																	zompopas																													12957																																																																																																																										Pinto insects from Costa Rica: bees, leaf-cutter ants																																	qiita_sid_13114:13114.pinto.63.s002	fungus garden																																																																																																																																																																	
BIOSAMPLE:SAMEA7724228	SAMEA7724228	17119257	SAMEA7724228	ERS5471605		Generic	Generic.1.0	Generic	live	2020-12-20T10:31:10.861	410658	soil metagenome	13114.myrold.59.s022		soil sample 8.Myrold59.soil.22.NRCS0526	17119257																																																																													temperate shrubland																																					548			temperate shrubland biome	temperate shrubland	soil	soil			Biogeographical study																												USA: Oregon,Josephine County																																																																																																					Clayey-skeletal, magnesic, mesic Typic Dystroxerepts																																																																																			Microbial Biogeography of Oregon Soils																																	qiita_sid_13114:13114.myrold.59.s022	soil																							Eightlar														-80																																																																										21.57024981		gravemetric																																																
BIOSAMPLE:SAMEA7724227	SAMEA7724227	17119256	SAMEA7724227	ERS5471604		Generic	Generic.1.0	Generic	live	2020-12-20T10:31:11.608	410658	soil metagenome	13114.myrold.59.s021		soil sample 8.Myrold59.soil.21.NRCS0476	17119256																																																																													temperate coniferous forest																																					46			temperate coniferous forest biome	temperate coniferous forest	soil	soil			Biogeographical study																												USA: Oregon,Coos County																																																																																																					Coarse-loamy, isotic, isomesic, ortstein Typic Haplorthods																																																																																			Microbial Biogeography of Oregon Soils																																	qiita_sid_13114:13114.myrold.59.s021	soil																							Bullards														-80																																																																										17.57797233		gravemetric																																																
BIOSAMPLE:SAMEA7724226	SAMEA7724226	17119255	SAMEA7724226	ERS5471603		Generic	Generic.1.0	Generic	live	2020-12-20T10:30:57.768	410658	soil metagenome	13114.myrold.59.s020		soil sample 8.Myrold59.soil.20.NRCS0466	17119255																																																																													cropland																																					104			cropland biome	cropland	soil	soil			Biogeographical study																												USA: Oregon,Morrow County																																																																																																					Mixed, mesic Xeric Torripsamments																																																																																			Microbial Biogeography of Oregon Soils																																	qiita_sid_13114:13114.myrold.59.s020	soil																							Quincy														-80																																																																										14.34269186		gravemetric																																																
BIOSAMPLE:SAMEA7724225	SAMEA7724225	17119254	SAMEA7724225	ERS5471602		Generic	Generic.1.0	Generic	live	2020-12-20T10:31:23.384	410658	soil metagenome	13114.myrold.59.s019		soil sample 9.Myrold59.soil.19.NRCS0436	17119254																																																																													temperate coniferous forest																																					460			temperate coniferous forest biome	temperate coniferous forest	soil	soil			Biogeographical study																												USA: Oregon,Lincoln County																																																																																																					Fine-loamy, isotic, mesic Andic Humudepts																																																																																			Microbial Biogeography of Oregon Soils																																	qiita_sid_13114:13114.myrold.59.s019	soil																							Bohannon														-80																																																																										65.25774777		gravemetric																																																
BIOSAMPLE:SAMEA7724224	SAMEA7724224	17119253	SAMEA7724224	ERS5471601		Generic	Generic.1.0	Generic	live	2020-12-20T10:32:02.821	410658	soil metagenome	13114.myrold.59.s018		soil sample 8.Myrold59.soil.18.NRCS0426	17119253																																																																													cropland																																					1242			cropland biome	cropland	soil	soil			Biogeographical study																												USA: Oregon,Harney County																																																																																																					Fine, smectitic, mesic Sodic Aquicambids																																																																																			Microbial Biogeography of Oregon Soils																																	qiita_sid_13114:13114.myrold.59.s018	soil																							Alvodest														-80																																																																										16.22584686		gravemetric																																																
BIOSAMPLE:SAMEA7724223	SAMEA7724223	17119252	SAMEA7724223	ERS5471600		Generic	Generic.1.0	Generic	live	2020-12-20T10:31:14.532	410658	soil metagenome	13114.myrold.59.s017		soil sample 8.Myrold59.soil.17.NRCS0386	17119252																																																																													temperate woodland																																					589			temperate woodland biome	temperate woodland	soil	soil			Biogeographical study																												USA: Oregon,Jackson County																																																																																																					Fine-loamy, mixed, superactive, mesic Mollic Haploxeralfs																																																																																			Microbial Biogeography of Oregon Soils																																	qiita_sid_13114:13114.myrold.59.s017	soil																							Vannoy														-80																																																																										21.12107927		gravemetric																																																
BIOSAMPLE:SAMEA7724222	SAMEA7724222	17119251	SAMEA7724222	ERS5471599		Generic	Generic.1.0	Generic	live	2020-12-20T10:31:34.062	410658	soil metagenome	13114.myrold.59.s016		soil sample 9.Myrold59.soil.16.NRCS0371	17119251																																																																													rangeland																																					1422			rangeland biome	rangeland	soil	soil			Biogeographical study																												USA: Oregon,Crook County																																																																																																					Clayey-skeletal, smectitic, frigid Lithic Argixerolls																																																																																			Microbial Biogeography of Oregon Soils																																	qiita_sid_13114:13114.myrold.59.s016	soil																							Ateron														-80																																																																										9.582366246		gravemetric																																																
BIOSAMPLE:SAMEA7724221	SAMEA7724221	17119250	SAMEA7724221	ERS5471598		Generic	Generic.1.0	Generic	live	2020-12-20T10:31:34.771	410658	soil metagenome	13114.myrold.59.s015		soil sample 8.Myrold59.soil.15.NRCS0356	17119250																																																																													temperate woodland																																					67			temperate woodland biome	temperate woodland	soil	soil			Biogeographical study																												USA: Oregon,Benton County																																																																																																					Very-fine, smectitic, mesic Xeric Endoaquerts																																																																																			Microbial Biogeography of Oregon Soils																																	qiita_sid_13114:13114.myrold.59.s015	soil																							Bashaw														-80																																																																										79.61128738		gravemetric																																																
BIOSAMPLE:SAMEA7724220	SAMEA7724220	17119249	SAMEA7724220	ERS5471597		Generic	Generic.1.0	Generic	live	2020-12-20T10:31:31.256	410658	soil metagenome	13114.myrold.59.s014		soil sample 9.Myrold59.soil.14.NRCS0331	17119249																																																																													temperate coniferous forest																																					1496			temperate coniferous forest biome	temperate coniferous forest	soil	soil			Biogeographical study																												USA: Oregon,Grant County																																																																																																					Loamy-skeletal, isotic, frigid Vitrandic Argixerolls																																																																																			Microbial Biogeography of Oregon Soils																																	qiita_sid_13114:13114.myrold.59.s014	soil																							Klicker														-80																																																																										10.56014099		gravemetric																																																
BIOSAMPLE:SAMEA7724219	SAMEA7724219	17119248	SAMEA7724219	ERS5471596		Generic	Generic.1.0	Generic	live	2020-12-20T10:30:54.903	410658	soil metagenome	13114.myrold.59.s013		soil sample 8.Myrold59.soil.13.NRCS0326	17119248																																																																													rangeland																																					1355			rangeland biome	rangeland	soil	soil			Biogeographical study																												USA: Oregon,Deschutes County																																																																																																					Fine-loamy, mixed, superactive, frigid Xeric Argidurids																																																																																			Microbial Biogeography of Oregon Soils																																	qiita_sid_13114:13114.myrold.59.s013	soil																							Brace														-80																																																																										10.44359165		gravemetric																																																
BIOSAMPLE:SAMEA7724218	SAMEA7724218	17119247	SAMEA7724218	ERS5471595		Generic	Generic.1.0	Generic	live	2020-12-20T10:31:08.652	410658	soil metagenome	13114.myrold.59.s012		soil sample 9.Myrold59.soil.12.NRCS0261	17119247																																																																													cropland																																					321			cropland biome	cropland	soil	soil			Biogeographical study																												USA: Oregon,Umatilla County																																																																																																					Coarse-silty, mixed, superactive, mesic Calcidic Haploxerolls																																																																																			Microbial Biogeography of Oregon Soils																																	qiita_sid_13114:13114.myrold.59.s012	soil																							Ritzville														-80																																																																										5.965089674		gravemetric																																																
BIOSAMPLE:SAMEA7724217	SAMEA7724217	17119246	SAMEA7724217	ERS5471594		Generic	Generic.1.0	Generic	live	2020-12-20T10:31:24.810	410658	soil metagenome	13114.myrold.59.s011		soil sample 8.Myrold59.soil.11.NRCS0221	17119246																																																																													cropland																																					6			cropland biome	cropland	soil	soil			Biogeographical study																												USA: Oregon,Tillamook County																																																																																																					Fine-silty, mixed, superactive, isomesic Fluventic Humudepts																																																																																			Microbial Biogeography of Oregon Soils																																	qiita_sid_13114:13114.myrold.59.s011	soil																							Nehalem														-80																																																																										71.79258607		gravemetric																																																
BIOSAMPLE:SAMEA7724216	SAMEA7724216	17119245	SAMEA7724216	ERS5471593		Generic	Generic.1.0	Generic	live	2020-12-20T10:31:26.971	410658	soil metagenome	13114.myrold.59.s010		soil sample 8.Myrold59.soil.10.NRCS0206	17119245																																																																													cropland																																					457			cropland biome	cropland	soil	soil			Biogeographical study																												USA: Oregon,Umatilla County																																																																																																					Coarse-silty, mixed, superactive, mesic Typic Haploxerolls																																																																																			Microbial Biogeography of Oregon Soils																																	qiita_sid_13114:13114.myrold.59.s010	soil																							Walla Walla														-80																																																																										11.08752956		gravemetric																																																
BIOSAMPLE:SAMEA7724215	SAMEA7724215	17119244	SAMEA7724215	ERS5471592		Generic	Generic.1.0	Generic	live	2020-12-20T10:30:53.483	410658	soil metagenome	13114.myrold.59.s009		soil sample 8.Myrold59.soil.9.NRCS0181	17119244																																																																													cropland																																					790			cropland biome	cropland	soil	soil			Biogeographical study																												USA: Oregon,Sherman County																																																																																																					Fine-silty, mixed, superactive, mesic Typic Haploxerolls																																																																																			Microbial Biogeography of Oregon Soils																																	qiita_sid_13114:13114.myrold.59.s009	soil																							Condon														-80																																																																										13.41290111		gravemetric																																																
